customer_name,country,city,sub_channel,product_class,sales,quantity,price,month,year,manager,name_of_sales_rep
Apollo Pharmacy,Brazil,Fortaleza,Retail,Vitamins,85316.74,161,465.78,December,2024,Sarah Connor,David Garcia
MediStore,USA,Houston,Online,Vaccines,1925.66,183,12.14,December,2017,Raj Malhotra,Sophia Patel
HealthZone,Canada,Vancouver,Wholesale,Antibiotics,57111.84,149,439.0,May,2020,Linda Grey,Sophia Patel
MedLife,Brazil,Fortaleza,Distributor,Antibiotics,10846.85,24,382.91,January,2023,Linda Grey,David Garcia
Apollo Pharmacy,Germany,Hamburg,Retail,Vaccines,75054.06,175,472.55,July,2020,Linda Grey,Robert Wilson
PharmaPlus,Brazil,Brasília,Distributor,Vaccines,34923.46,84,393.09,December,2022,James Goodwill,Michael Brown
CurePoint,USA,San Francisco,Distributor,Antibiotics,2575.65,42,61.36,August,2018,Peter White,Priya Mehta
PharmaPlus,Brazil,Salvador,Distributor,Vaccines,25578.3,103,255.2,May,2024,James Goodwill,Robert Wilson
PharmaPlus,Australia,Melbourne,Distributor,Antivirals,3188.56,47,64.38,April,2018,Sarah Connor,Amit Sharma
MedLife,Germany,Frankfurt,Wholesale,Vitamins,4143.88,105,35.65,May,2020,Peter White,Amit Sharma
PharmaPlus,Brazil,São Paulo,Retail,Vitamins,32785.25,141,213.74,September,2022,James Goodwill,Priya Mehta
MediStore,Brazil,Salvador,Distributor,Vaccines,44993.25,137,332.1,July,2023,Sarah Connor,Amit Sharma
PharmaPlus,Germany,Munich,Wholesale,Analgesics,67375.89,184,327.38,December,2019,Peter White,Robert Wilson
LifeCare,India,Mumbai,Retail,Vaccines,24585.98,87,307.8,January,2023,Sarah Connor,William Lee
RemedyMart,Australia,Adelaide,Distributor,Analgesics,2885.82,8,329.3,March,2023,Raj Malhotra,Sophia Patel
HealthKart,Canada,Calgary,Wholesale,Analgesics,11206.15,28,487.55,November,2017,Raj Malhotra,John Doe
BioHealth,USA,New York,Retail,Vitamins,8854.18,28,359.47,September,2018,Peter White,Robert Wilson
MedLife,Germany,Berlin,Distributor,Antibiotics,4234.74,100,51.82,March,2019,James Goodwill,Michael Brown
BioHealth,Australia,Perth,Distributor,Analgesics,422.4,13,38.47,November,2021,Peter White,Laura Adams
Apollo Pharmacy,USA,Chicago,Wholesale,Analgesics,32045.21,138,276.46,November,2021,James Goodwill,Sophia Patel
RemedyMart,Germany,Frankfurt,Wholesale,Vitamins,1211.24,74,17.2,November,2021,Peter White,Laura Adams
Apollo Pharmacy,Germany,Berlin,Retail,Vaccines,10943.74,24,420.75,October,2022,Sarah Connor,William Lee
HealthZone,Canada,Ottawa,Online,Antivirals,30114.36,142,212.68,July,2019,James Goodwill,John Doe
RemedyMart,Canada,Calgary,Online,Antivirals,22169.82,111,171.82,December,2023,James Goodwill,Emily Clark
LifeCare,Australia,Sydney,Wholesale,Antivirals,1699.0,116,14.86,June,2024,Peter White,David Garcia
HealthZone,Australia,Melbourne,Online,Analgesics,34538.43,122,264.33,March,2017,Linda Grey,Emily Clark
HealthKart,France,Paris,Wholesale,Antibiotics,17743.01,84,232.91,October,2020,Peter White,Michael Brown
MediStore,USA,Chicago,Wholesale,Vaccines,8847.68,104,74.44,December,2021,Linda Grey,Laura Adams
MediStore,USA,Chicago,Distributor,Antivirals,8181.62,181,47.43,September,2017,Peter White,Amit Sharma
BioHealth,India,Bangalore,Retail,Antivirals,15632.16,162,99.05,July,2019,Peter White,Michael Brown
Apollo Pharmacy,Brazil,Fortaleza,Retail,Vaccines,59919.93,153,388.84,December,2021,James Goodwill,Priya Mehta
CurePoint,Canada,Montreal,Retail,Antibiotics,8767.97,57,192.15,January,2021,Peter White,John Doe
BioHealth,India,Chennai,Wholesale,Vaccines,14678.08,43,334.87,October,2017,Sarah Connor,Amit Sharma
CurePoint,Australia,Perth,Online,Vaccines,38565.43,111,341.03,January,2020,Peter White,Emily Clark
RemedyMart,France,Lyon,Retail,Vitamins,3503.45,8,393.77,February,2017,Linda Grey,William Lee
CurePoint,USA,Los Angeles,Online,Antivirals,8498.59,45,205.02,March,2022,James Goodwill,Sophia Patel
PharmaPlus,France,Nice,Wholesale,Antivirals,82016.48,195,357.97,October,2017,James Goodwill,William Lee
BioHealth,USA,Chicago,Retail,Vaccines,31099.51,156,241.97,January,2018,James Goodwill,Robert Wilson
PharmaPlus,Australia,Sydney,Online,Antibiotics,7802.03,172,38.34,May,2021,Sarah Connor,William Lee
RemedyMart,France,Nice,Distributor,Analgesics,17639.27,137,127.19,February,2022,Sarah Connor,Laura Adams
PharmaPlus,Germany,Rendsburg,Wholesale,Antibiotics,59423.34,178,325.85,January,2018,Sarah Connor,David Garcia
PharmaPlus,USA,Los Angeles,Wholesale,Vaccines,3704.78,22,189.18,April,2024,Raj Malhotra,Emily Clark
MediStore,USA,New York,Retail,Analgesics,16488.7,199,78.99,May,2023,Linda Grey,David Garcia
RemedyMart,India,Bangalore,Distributor,Vaccines,20659.09,138,164.42,July,2021,Linda Grey,Emily Clark
RemedyMart,USA,San Francisco,Wholesale,Vaccines,56469.62,181,268.36,March,2021,Raj Malhotra,William Lee
Apollo Pharmacy,UK,Birmingham,Retail,Antibiotics,29225.45,95,340.32,December,2019,Raj Malhotra,Michael Brown
Apollo Pharmacy,India,Mumbai,Online,Vitamins,21724.9,49,474.22,March,2020,James Goodwill,Laura Adams
PharmaPlus,USA,Los Angeles,Distributor,Antivirals,50557.56,182,240.29,June,2022,Raj Malhotra,Amit Sharma
MediStore,France,Marseille,Online,Analgesics,6049.83,174,40.48,February,2021,James Goodwill,Laura Adams
LifeCare,Germany,Munich,Wholesale,Antivirals,1131.54,5,253.68,August,2019,Peter White,William Lee
PharmaPlus,UK,Manchester,Retail,Vitamins,10623.47,54,213.66,October,2023,Raj Malhotra,Robert Wilson
CurePoint,India,Rendsburg,Online,Analgesics,3248.52,15,183.59,July,2022,Linda Grey,Amit Sharma
PharmaPlus,Australia,Brisbane,Online,Vitamins,1982.23,46,47.36,May,2024,James Goodwill,William Lee
Apollo Pharmacy,USA,Chicago,Distributor,Vitamins,33539.61,86,382.82,March,2021,Linda Grey,William Lee
BioHealth,Canada,Calgary,Retail,Analgesics,8351.93,46,222.08,November,2019,Linda Grey,David Garcia
CurePoint,Canada,Toronto,Wholesale,Vaccines,1210.56,6,228.32,November,2020,Raj Malhotra,Robert Wilson
CurePoint,India,Bangalore,Online,Vitamins,54527.35,108,423.39,July,2018,Sarah Connor,Priya Mehta
PharmaPlus,Canada,Calgary,Retail,Analgesics,19768.4,77,268.34,September,2022,Sarah Connor,David Garcia
LifeCare,Australia,Adelaide,Online,Vaccines,4677.43,70,63.36,June,2024,James Goodwill,William Lee
LifeCare,Germany,Rendsburg,Retail,Vitamins,11865.19,48,209.27,December,2022,Raj Malhotra,Emily Clark
HealthKart,UK,Birmingham,Online,Antibiotics,49640.6,190,289.07,January,2017,James Goodwill,John Doe
MediStore,Germany,Rendsburg,Retail,Analgesics,35674.47,89,460.5,August,2024,Linda Grey,Robert Wilson
MedLife,Canada,Calgary,Wholesale,Analgesics,38308.02,102,314.95,December,2023,Sarah Connor,Amit Sharma
PharmaPlus,India,Rendsburg,Online,Vitamins,1820.25,4,416.4,November,2018,James Goodwill,William Lee
HealthKart,Germany,Munich,Wholesale,Antivirals,69919.88,125,472.41,May,2018,James Goodwill,Sophia Patel
MedLife,USA,Houston,Online,Antibiotics,43135.8,80,488.88,October,2020,Peter White,David Garcia
PharmaPlus,India,Rendsburg,Online,Vitamins,67029.3,141,428.57,June,2018,Sarah Connor,Laura Adams
RemedyMart,Brazil,São Paulo,Retail,Antivirals,32475.57,94,323.9,June,2018,Peter White,Sophia Patel
HealthZone,UK,London,Online,Vitamins,99322.77,187,480.48,June,2019,Linda Grey,Michael Brown
MediStore,France,Toulouse,Wholesale,Antibiotics,19046.39,93,254.46,April,2020,Linda Grey,William Lee
RemedyMart,Brazil,Salvador,Retail,Antivirals,27747.39,74,394.37,April,2022,Linda Grey,Emily Clark
LifeCare,UK,Birmingham,Retail,Antibiotics,20063.1,156,122.05,April,2023,Sarah Connor,William Lee
MediStore,Germany,Frankfurt,Distributor,Vitamins,32462.44,170,167.62,March,2023,Sarah Connor,William Lee
HealthKart,Germany,Munich,Online,Vitamins,9703.15,176,56.75,July,2021,Linda Grey,Emily Clark
MediStore,USA,Los Angeles,Distributor,Analgesics,29049.88,121,207.35,June,2017,Raj Malhotra,David Garcia
PharmaPlus,USA,San Francisco,Retail,Vaccines,10781.66,173,68.07,January,2017,Peter White,Emily Clark
LifeCare,France,Nice,Retail,Vitamins,73913.63,155,477.88,November,2018,James Goodwill,Sophia Patel
MedLife,Australia,Perth,Distributor,Vitamins,32328.7,89,382.89,May,2017,James Goodwill,Sophia Patel
RemedyMart,Germany,Hamburg,Wholesale,Antivirals,65582.08,148,379.59,July,2017,James Goodwill,William Lee
PharmaPlus,India,Delhi,Online,Vaccines,23424.14,113,227.74,May,2020,Linda Grey,Priya Mehta
HealthKart,Canada,Calgary,Distributor,Analgesics,6059.97,17,395.9,September,2019,Raj Malhotra,William Lee
HealthKart,UK,Manchester,Distributor,Analgesics,35717.55,181,185.7,September,2024,Sarah Connor,William Lee
CurePoint,Brazil,Rio de Janeiro,Wholesale,Vitamins,59318.87,114,452.1,September,2022,Raj Malhotra,Sophia Patel
BioHealth,Germany,Rendsburg,Wholesale,Vitamins,8883.36,148,59.88,November,2020,Raj Malhotra,Emily Clark
MediStore,Australia,Sydney,Online,Antivirals,971.0,41,29.08,March,2019,Linda Grey,Laura Adams
RemedyMart,Canada,Toronto,Retail,Antivirals,12838.74,145,82.61,September,2023,Linda Grey,John Doe
PharmaPlus,USA,San Francisco,Wholesale,Antivirals,83021.54,169,475.72,September,2023,Raj Malhotra,Emily Clark
LifeCare,India,Bangalore,Online,Vitamins,38605.21,139,286.03,December,2018,James Goodwill,Robert Wilson
RemedyMart,Canada,Montreal,Retail,Antivirals,26492.29,76,381.8,September,2024,Linda Grey,Michael Brown
MediStore,India,Chennai,Distributor,Vaccines,48203.54,188,220.75,April,2021,James Goodwill,Emily Clark
LifeCare,Australia,Perth,Online,Antivirals,66672.15,154,447.35,December,2020,Linda Grey,William Lee
LifeCare,Australia,Adelaide,Wholesale,Analgesics,63049.62,132,413.35,January,2018,Sarah Connor,Sophia Patel
Apollo Pharmacy,UK,London,Wholesale,Antivirals,11530.98,116,110.19,April,2021,Raj Malhotra,Robert Wilson
MediStore,Brazil,Rio de Janeiro,Retail,Antibiotics,22059.84,112,172.47,June,2022,Sarah Connor,David Garcia
Apollo Pharmacy,France,Nice,Retail,Analgesics,47456.33,156,321.66,June,2021,Sarah Connor,Sophia Patel
BioHealth,India,Delhi,Retail,Analgesics,57618.62,122,470.98,November,2019,Peter White,David Garcia
MedLife,Canada,Montreal,Wholesale,Vitamins,12475.11,195,56.58,September,2022,Raj Malhotra,Robert Wilson
Apollo Pharmacy,Australia,Sydney,Distributor,Antibiotics,35554.76,191,172.77,August,2023,Sarah Connor,Priya Mehta
PharmaPlus,Germany,Munich,Distributor,Vitamins,4956.62,24,182.78,October,2021,James Goodwill,Amit Sharma
RemedyMart,India,Chennai,Wholesale,Antibiotics,15165.63,34,439.18,December,2024,Peter White,Michael Brown
MediStore,France,Paris,Wholesale,Vaccines,20644.47,116,218.36,March,2021,Raj Malhotra,John Doe
HealthZone,Germany,Frankfurt,Wholesale,Antivirals,55765.7,181,385.12,May,2023,Sarah Connor,Robert Wilson
RemedyMart,Canada,Montreal,Online,Vitamins,41103.9,188,266.03,March,2017,Raj Malhotra,John Doe
Apollo Pharmacy,Brazil,Brasília,Retail,Antivirals,13169.69,138,108.27,March,2017,Peter White,Robert Wilson
LifeCare,Germany,Hamburg,Online,Antibiotics,12052.32,85,158.93,June,2022,Peter White,David Garcia
LifeCare,UK,Liverpool,Retail,Antivirals,5558.4,179,35.43,June,2017,Peter White,John Doe
CurePoint,UK,Leeds,Distributor,Analgesics,9706.7,76,119.9,July,2023,Peter White,Emily Clark
MedLife,Germany,Munich,Wholesale,Antivirals,69721.69,169,425.73,February,2020,James Goodwill,William Lee
MedLife,Brazil,São Paulo,Online,Antibiotics,25309.26,50,449.06,October,2023,Peter White,Robert Wilson
BioHealth,France,Nice,Online,Antibiotics,40093.39,112,410.22,June,2020,James Goodwill,John Doe
CurePoint,Brazil,Rio de Janeiro,Wholesale,Vitamins,26472.61,126,175.11,May,2024,Linda Grey,David Garcia
MediStore,Brazil,Rio de Janeiro,Distributor,Antibiotics,5086.9,39,118.04,September,2022,Peter White,Emily Clark
CurePoint,Australia,Melbourne,Online,Analgesics,17209.46,54,299.41,February,2022,Sarah Connor,Amit Sharma
MediStore,Brazil,Brasília,Online,Antivirals,13848.8,59,213.09,November,2019,Sarah Connor,Robert Wilson
HealthZone,USA,Chicago,Distributor,Antivirals,3274.12,32,91.99,June,2022,Linda Grey,Robert Wilson
MediStore,Germany,Rendsburg,Retail,Analgesics,1341.1,9,141.73,July,2017,Peter White,Michael Brown
HealthKart,USA,Chicago,Distributor,Analgesics,4759.32,17,304.76,July,2017,Linda Grey,Laura Adams
RemedyMart,India,Mumbai,Online,Antibiotics,11542.44,153,73.67,July,2024,James Goodwill,Michael Brown
LifeCare,Australia,Sydney,Distributor,Antibiotics,20170.37,65,357.16,November,2024,Raj Malhotra,Laura Adams
MediStore,Australia,Perth,Online,Antivirals,42794.34,81,467.13,May,2021,Peter White,Robert Wilson
MedLife,India,Chennai,Wholesale,Analgesics,8580.27,104,98.3,April,2020,James Goodwill,Laura Adams
BioHealth,Germany,Rendsburg,Retail,Antibiotics,98444.8,198,461.29,March,2024,James Goodwill,Michael Brown
MedLife,Brazil,Fortaleza,Retail,Vaccines,66834.26,167,426.73,August,2021,Linda Grey,Sophia Patel
LifeCare,France,Nice,Retail,Analgesics,57677.33,162,405.46,November,2022,Sarah Connor,Laura Adams
MediStore,USA,San Francisco,Online,Antivirals,17220.0,141,114.56,October,2021,Sarah Connor,Sophia Patel
PharmaPlus,France,Paris,Distributor,Analgesics,226.43,3,68.25,August,2017,Sarah Connor,John Doe
LifeCare,USA,Houston,Distributor,Antibiotics,37683.91,112,285.42,June,2024,James Goodwill,Michael Brown
HealthKart,France,Paris,Wholesale,Antibiotics,10512.45,65,162.87,January,2019,Linda Grey,Sophia Patel
RemedyMart,Brazil,São Paulo,Retail,Vitamins,43230.46,100,395.24,November,2020,Peter White,Sophia Patel
HealthKart,USA,Los Angeles,Online,Vaccines,2903.5,146,17.87,June,2018,Linda Grey,William Lee
MedLife,Australia,Adelaide,Distributor,Vaccines,2748.22,163,15.59,March,2018,Sarah Connor,Robert Wilson
CurePoint,France,Paris,Online,Antibiotics,4971.06,14,423.21,February,2018,James Goodwill,Laura Adams
LifeCare,India,Rendsburg,Retail,Antibiotics,16319.72,59,255.53,January,2019,Linda Grey,John Doe
Apollo Pharmacy,India,Mumbai,Online,Vaccines,47297.35,177,274.96,February,2023,James Goodwill,Michael Brown
PharmaPlus,UK,London,Online,Antivirals,81667.56,197,362.04,August,2017,James Goodwill,Sophia Patel
LifeCare,Canada,Vancouver,Online,Antivirals,6791.26,13,481.14,August,2021,Sarah Connor,Sophia Patel
HealthZone,UK,Liverpool,Distributor,Antibiotics,25609.21,147,204.31,March,2017,Peter White,Amit Sharma
Apollo Pharmacy,Brazil,Fortaleza,Retail,Antibiotics,7158.81,89,87.06,December,2019,James Goodwill,Amit Sharma
MedLife,Australia,Sydney,Retail,Vitamins,28087.06,151,165.11,November,2024,Linda Grey,Amit Sharma
PharmaPlus,Canada,Vancouver,Wholesale,Antibiotics,20543.25,57,400.37,March,2018,Sarah Connor,William Lee
BioHealth,Brazil,Brasília,Retail,Antibiotics,98254.05,184,468.3,July,2024,Sarah Connor,Priya Mehta
HealthKart,Australia,Brisbane,Distributor,Antivirals,23707.42,83,317.72,August,2017,Sarah Connor,Michael Brown
MedLife,Germany,Frankfurt,Wholesale,Vitamins,2598.61,72,35.4,January,2024,James Goodwill,Robert Wilson
RemedyMart,Germany,Frankfurt,Online,Vitamins,22247.53,126,201.43,January,2021,Raj Malhotra,Robert Wilson
BioHealth,Brazil,Brasília,Online,Antibiotics,41098.14,140,314.43,December,2021,Linda Grey,Sophia Patel
HealthZone,USA,Chicago,Distributor,Antivirals,26150.9,57,440.21,October,2024,Raj Malhotra,David Garcia
HealthKart,Brazil,Fortaleza,Distributor,Vaccines,43232.65,120,394.04,February,2021,Linda Grey,Priya Mehta
Apollo Pharmacy,Germany,Hamburg,Online,Antivirals,20799.99,112,173.4,November,2019,James Goodwill,John Doe
HealthKart,Australia,Sydney,Online,Vaccines,4406.75,123,37.73,October,2019,Peter White,Priya Mehta
MedLife,Canada,Toronto,Retail,Analgesics,107245.25,196,491.2,December,2024,James Goodwill,Sophia Patel
CurePoint,USA,San Francisco,Online,Vitamins,37977.21,135,319.82,October,2024,Raj Malhotra,John Doe
MedLife,Germany,Frankfurt,Retail,Antibiotics,60379.56,147,394.78,August,2020,Peter White,Amit Sharma
Apollo Pharmacy,Germany,Rendsburg,Retail,Antivirals,19694.9,148,146.15,May,2017,Linda Grey,John Doe
MedLife,India,Rendsburg,Distributor,Antibiotics,42582.2,105,490.38,March,2020,James Goodwill,Emily Clark
LifeCare,USA,Houston,Retail,Antibiotics,64556.12,157,488.78,April,2022,James Goodwill,John Doe
MedLife,France,Toulouse,Distributor,Antivirals,3653.63,58,65.52,April,2021,Linda Grey,Michael Brown
BioHealth,France,Marseille,Wholesale,Antivirals,20960.07,197,103.01,October,2018,Sarah Connor,Amit Sharma
BioHealth,UK,Leeds,Retail,Vaccines,30521.22,177,179.8,May,2019,James Goodwill,Robert Wilson
LifeCare,India,Chennai,Distributor,Antivirals,14391.61,131,110.61,March,2017,Sarah Connor,Priya Mehta
MedLife,France,Paris,Online,Antivirals,320.64,2,150.86,March,2018,Linda Grey,David Garcia
MediStore,India,Bangalore,Distributor,Vaccines,1839.24,22,80.53,February,2018,Peter White,Sophia Patel
BioHealth,France,Nice,Online,Antivirals,60205.95,157,463.51,August,2022,James Goodwill,Amit Sharma
MedLife,Germany,Berlin,Distributor,Antibiotics,2349.03,41,55.11,July,2020,Sarah Connor,John Doe
MedLife,Brazil,São Paulo,Distributor,Vaccines,4729.8,84,55.13,February,2024,James Goodwill,Michael Brown
LifeCare,Germany,Munich,Online,Vaccines,1093.73,53,17.4,July,2022,Linda Grey,Emily Clark
HealthKart,France,Toulouse,Distributor,Vaccines,9975.28,27,341.25,November,2018,Sarah Connor,Sophia Patel
PharmaPlus,India,Rendsburg,Distributor,Vaccines,14351.47,48,295.94,January,2022,Peter White,Michael Brown
MedLife,France,Marseille,Distributor,Vaccines,20485.41,59,302.86,June,2018,James Goodwill,Robert Wilson
BioHealth,UK,Leeds,Online,Analgesics,4289.23,65,67.36,September,2024,Raj Malhotra,Priya Mehta
HealthZone,India,Chennai,Retail,Analgesics,27436.24,53,472.92,March,2022,Sarah Connor,Robert Wilson
MediStore,Brazil,Fortaleza,Wholesale,Antibiotics,706.34,48,13.27,August,2024,James Goodwill,William Lee
CurePoint,UK,Manchester,Retail,Analgesics,37903.21,100,353.56,June,2022,Sarah Connor,Michael Brown
HealthKart,Brazil,Fortaleza,Online,Antibiotics,8482.44,28,317.47,July,2017,Raj Malhotra,Michael Brown
RemedyMart,USA,Los Angeles,Distributor,Vitamins,919.47,7,134.02,October,2017,Raj Malhotra,Laura Adams
MediStore,Brazil,São Paulo,Online,Antivirals,16602.03,129,118.04,January,2022,Linda Grey,Laura Adams
HealthZone,Australia,Sydney,Wholesale,Antibiotics,5034.36,46,102.38,August,2024,Raj Malhotra,Emily Clark
CurePoint,Canada,Calgary,Distributor,Analgesics,59063.27,176,335.85,February,2020,Linda Grey,Emily Clark
Apollo Pharmacy,USA,New York,Retail,Vitamins,5027.68,27,222.46,December,2019,Raj Malhotra,Emily Clark
PharmaPlus,Germany,Berlin,Retail,Antivirals,37913.33,85,458.13,January,2024,Raj Malhotra,Sophia Patel
CurePoint,Canada,Ottawa,Distributor,Antibiotics,6188.09,15,410.45,July,2017,Peter White,William Lee
BioHealth,UK,Liverpool,Retail,Antivirals,2318.29,155,14.44,January,2022,Raj Malhotra,Emily Clark
BioHealth,France,Toulouse,Wholesale,Vaccines,5048.1,17,277.97,February,2020,Linda Grey,Robert Wilson
Apollo Pharmacy,UK,Liverpool,Wholesale,Vaccines,53590.17,178,359.89,September,2018,Peter White,David Garcia
BioHealth,USA,San Francisco,Distributor,Antivirals,38083.61,113,411.0,March,2019,Sarah Connor,Michael Brown
HealthKart,Australia,Perth,Online,Analgesics,2709.92,180,16.74,May,2018,Sarah Connor,John Doe
HealthKart,Australia,Brisbane,Wholesale,Vitamins,14111.98,110,142.7,September,2018,James Goodwill,Priya Mehta
HealthKart,Canada,Calgary,Retail,Antivirals,7133.87,40,183.88,April,2020,Raj Malhotra,Emily Clark
PharmaPlus,Canada,Ottawa,Wholesale,Vitamins,20370.06,62,307.3,April,2020,Sarah Connor,Emily Clark
BioHealth,USA,New York,Retail,Vaccines,14721.6,82,192.38,May,2021,James Goodwill,Robert Wilson
PharmaPlus,USA,San Francisco,Wholesale,Analgesics,37453.29,82,404.49,September,2023,James Goodwill,Emily Clark
RemedyMart,France,Toulouse,Retail,Analgesics,31021.58,187,148.82,February,2019,Raj Malhotra,Amit Sharma
HealthKart,USA,Houston,Wholesale,Analgesics,44874.44,131,312.22,May,2024,Peter White,Priya Mehta
PharmaPlus,France,Paris,Retail,Antibiotics,54330.45,120,493.95,February,2017,Linda Grey,John Doe
Apollo Pharmacy,Canada,Calgary,Retail,Vaccines,9078.54,73,111.05,August,2020,Linda Grey,Robert Wilson
MedLife,France,Toulouse,Retail,Vitamins,5236.98,39,141.74,October,2018,James Goodwill,Michael Brown
RemedyMart,India,Chennai,Wholesale,Vaccines,63897.96,182,431.31,February,2021,James Goodwill,Laura Adams
HealthZone,India,Chennai,Distributor,Vitamins,45768.21,187,232.63,March,2023,James Goodwill,Robert Wilson
MediStore,India,Mumbai,Retail,Vaccines,39124.9,107,322.6,September,2021,Peter White,Priya Mehta
LifeCare,UK,London,Wholesale,Analgesics,40387.12,168,226.85,January,2018,James Goodwill,Priya Mehta
HealthKart,France,Paris,Retail,Analgesics,14113.32,37,394.15,February,2018,Peter White,Priya Mehta
CurePoint,Australia,Melbourne,Wholesale,Analgesics,9439.4,63,153.27,October,2017,James Goodwill,William Lee
RemedyMart,India,Bangalore,Retail,Vaccines,20804.65,185,108.54,February,2019,Raj Malhotra,Emily Clark
BioHealth,France,Marseille,Distributor,Analgesics,5048.5,135,37.53,May,2024,Linda Grey,Priya Mehta
MediStore,UK,Birmingham,Wholesale,Vitamins,7005.41,68,112.91,May,2022,James Goodwill,Emily Clark
HealthZone,Australia,Brisbane,Online,Vaccines,671.46,3,210.74,February,2021,Raj Malhotra,David Garcia
